chord,rootnote,octave,notes,midi_numbers,formula
min6,F#,5,"F#, A, C#, D#","66, 69, 73, 75","0, 3, 7, 9"
maj9,F#,5,"F#, A#, C#, F, G#","66, 70, 73, 77, 80","0, 4, 7, 11, 14"
7sus2,F#,5,"F#, G#, C#, E","66, 68, 73, 76","0, 2, 7, 10"
7sus4,F#,5,"F#, B, C#, E","66, 71, 73, 76","0, 5, 7, 10"
7b5,F#,5,"F#, A#, C, E","66, 70, 72, 76","0, 4, 6, 10"
7#5,F#,5,"F#, A#, D, E","66, 70, 74, 76","0, 4, 8, 10"
7b9,F#,5,"F#, A#, C#, E, G","66, 70, 73, 76, 79","0, 4, 7, 10, 13"
7#9,F#,5,"F#, A#, C#, E, A","66, 70, 73, 76, 81","0, 4, 7, 10, 15"
hdim,F#,5,"F#, A, C, E","66, 69, 72, 76","0, 3, 6, 10"
maj,G,5,"G, B, D","67, 71, 74","0, 4, 7"
min,G,5,"G, A#, D","67, 70, 74","0, 3, 7"
7,G,5,"G, B, D, F","67, 71, 74, 77","0, 4, 7, 10"
maj7,G,5,"G, B, D, F#","67, 71, 74, 78","0, 4, 7, 11"
min7,G,5,"G, A#, D, F","67, 70, 74, 77","0, 3, 7, 10"
minmaj7,G,5,"G, A#, D, F#","67, 70, 74, 78","0, 3, 7, 11"
dim,G,5,"G, A#, C#","67, 70, 73","0, 3, 6"
aug,G,5,"G, B, D#","67, 71, 75","0, 4, 8"
aug(b7),G,5,"G, B, D#, F#","67, 71, 75, 78","0, 4, 8, 11"
sus2,G,5,"G, A, D","67, 69, 74","0, 2, 7"
sus4,G,5,"G, C, D","67, 72, 74","0, 5, 7"
#4,G,5,"G, C#, D","67, 73, 74","0, 6, 7"
9,G,5,"G, B, D, F, A","67, 71, 74, 77, 81","0, 4, 7, 10, 14"
11,G,5,"G, B, D, F, A, C","67, 71, 74, 77, 81, 84","0, 4, 7, 10, 14, 17"
13,G,5,"G, B, D, F, A, C, E","67, 71, 74, 77, 81, 84, 88","0, 4, 7, 10, 14, 17, 21"
min9,G,5,"G, A#, D, F, A","67, 70, 74, 77, 81","0, 3, 7, 10, 14"
min11,G,5,"G, A#, D, F, A, C","67, 70, 74, 77, 81, 84","0, 3, 7, 10, 14, 17"
min13,G,5,"G, A#, D, F, A, C, E","67, 70, 74, 77, 81, 84, 88","0, 3, 7, 10, 14, 17, 21"
maj6,G,5,"G, B, D, E","67, 71, 74, 76","0, 4, 7, 9"
b6,G,5,"G, B, D, D#","67, 71, 74, 75","0, 4, 7, 8"
b3,G,5,"G, A, B, D","67, 69, 71, 74","0, 2, 4, 7"
#9,G,5,"G, B, D, A#","67, 71, 74, 82","0, 4, 7, 15"
dim7,G,5,"G, A#, C#, E","67, 70, 73, 76","0, 3, 6, 9"
min6,G,5,"G, A#, D, E","67, 70, 74, 76","0, 3, 7, 9"
maj9,G,5,"G, B, D, F#, A","67, 71, 74, 78, 81","0, 4, 7, 11, 14"
7sus2,G,5,"G, A, D, F","67, 69, 74, 77","0, 2, 7, 10"
7sus4,G,5,"G, C, D, F","67, 72, 74, 77","0, 5, 7, 10"
7b5,G,5,"G, B, C#, F","67, 71, 73, 77","0, 4, 6, 10"
7#5,G,5,"G, B, D#, F","67, 71, 75, 77","0, 4, 8, 10"
7b9,G,5,"G, B, D, F, G#","67, 71, 74, 77, 80","0, 4, 7, 10, 13"
7#9,G,5,"G, B, D, F, A#","67, 71, 74, 77, 82","0, 4, 7, 10, 15"
hdim,G,5,"G, A#, C#, F","67, 70, 73, 77","0, 3, 6, 10"
maj,G#,5,"G#, C, D#","68, 72, 75","0, 4, 7"
min,G#,5,"G#, B, D#","68, 71, 75","0, 3, 7"
7,G#,5,"G#, C, D#, F#","68, 72, 75, 78","0, 4, 7, 10"
maj7,G#,5,"G#, C, D#, G","68, 72, 75, 79","0, 4, 7, 11"
min7,G#,5,"G#, B, D#, F#","68, 71, 75, 78","0, 3, 7, 10"
minmaj7,G#,5,"G#, B, D#, G","68, 71, 75, 79","0, 3, 7, 11"
dim,G#,5,"G#, B, D","68, 71, 74","0, 3, 6"
aug,G#,5,"G#, C, E","68, 72, 76","0, 4, 8"
aug(b7),G#,5,"G#, C, E, G","68, 72, 76, 79","0, 4, 8, 11"
sus2,G#,5,"G#, A#, D#","68, 70, 75","0, 2, 7"
sus4,G#,5,"G#, C#, D#","68, 73, 75","0, 5, 7"
#4,G#,5,"G#, D, D#","68, 74, 75","0, 6, 7"
9,G#,5,"G#, C, D#, F#, A#","68, 72, 75, 78, 82","0, 4, 7, 10, 14"
11,G#,5,"G#, C, D#, F#, A#, C#","68, 72, 75, 78, 82, 85","0, 4, 7, 10, 14, 17"
13,G#,5,"G#, C, D#, F#, A#, C#, F","68, 72, 75, 78, 82, 85, 89","0, 4, 7, 10, 14, 17, 21"
min9,G#,5,"G#, B, D#, F#, A#","68, 71, 75, 78, 82","0, 3, 7, 10, 14"
min11,G#,5,"G#, B, D#, F#, A#, C#","68, 71, 75, 78, 82, 85","0, 3, 7, 10, 14, 17"
min13,G#,5,"G#, B, D#, F#, A#, C#, F","68, 71, 75, 78, 82, 85, 89","0, 3, 7, 10, 14, 17, 21"
maj6,G#,5,"G#, C, D#, F","68, 72, 75, 77","0, 4, 7, 9"
b6,G#,5,"G#, C, D#, E","68, 72, 75, 76","0, 4, 7, 8"
b3,G#,5,"G#, A#, C, D#","68, 70, 72, 75","0, 2, 4, 7"
#9,G#,5,"G#, C, D#, B","68, 72, 75, 83","0, 4, 7, 15"
dim7,G#,5,"G#, B, D, F","68, 71, 74, 77","0, 3, 6, 9"
min6,G#,5,"G#, B, D#, F","68, 71, 75, 77","0, 3, 7, 9"
maj9,G#,5,"G#, C, D#, G, A#","68, 72, 75, 79, 82","0, 4, 7, 11, 14"
7sus2,G#,5,"G#, A#, D#, F#","68, 70, 75, 78","0, 2, 7, 10"
7sus4,G#,5,"G#, C#, D#, F#","68, 73, 75, 78","0, 5, 7, 10"
7b5,G#,5,"G#, C, D, F#","68, 72, 74, 78","0, 4, 6, 10"
7#5,G#,5,"G#, C, E, F#","68, 72, 76, 78","0, 4, 8, 10"
7b9,G#,5,"G#, C, D#, F#, A","68, 72, 75, 78, 81","0, 4, 7, 10, 13"
7#9,G#,5,"G#, C, D#, F#, B","68, 72, 75, 78, 83","0, 4, 7, 10, 15"
hdim,G#,5,"G#, B, D, F#","68, 71, 74, 78","0, 3, 6, 10"
maj,A,5,"A, C#, E","69, 73, 76","0, 4, 7"
min,A,5,"A, C, E","69, 72, 76","0, 3, 7"
7,A,5,"A, C#, E, G","69, 73, 76, 79","0, 4, 7, 10"
maj7,A,5,"A, C#, E, G#","69, 73, 76, 80","0, 4, 7, 11"
min7,A,5,"A, C, E, G","69, 72, 76, 79","0, 3, 7, 10"
minmaj7,A,5,"A, C, E, G#","69, 72, 76, 80","0, 3, 7, 11"
dim,A,5,"A, C, D#","69, 72, 75","0, 3, 6"
aug,A,5,"A, C#, F","69, 73, 77","0, 4, 8"
aug(b7),A,5,"A, C#, F, G#","69, 73, 77, 80","0, 4, 8, 11"
sus2,A,5,"A, B, E","69, 71, 76","0, 2, 7"
sus4,A,5,"A, D, E","69, 74, 76","0, 5, 7"
#4,A,5,"A, D#, E","69, 75, 76","0, 6, 7"
9,A,5,"A, C#, E, G, B","69, 73, 76, 79, 83","0, 4, 7, 10, 14"
11,A,5,"A, C#, E, G, B, D","69, 73, 76, 79, 83, 86","0, 4, 7, 10, 14, 17"
13,A,5,"A, C#, E, G, B, D, F#","69, 73, 76, 79, 83, 86, 90","0, 4, 7, 10, 14, 17, 21"
min9,A,5,"A, C, E, G, B","69, 72, 76, 79, 83","0, 3, 7, 10, 14"
min11,A,5,"A, C, E, G, B, D","69, 72, 76, 79, 83, 86","0, 3, 7, 10, 14, 17"
min13,A,5,"A, C, E, G, B, D, F#","69, 72, 76, 79, 83, 86, 90","0, 3, 7, 10, 14, 17, 21"
maj6,A,5,"A, C#, E, F#","69, 73, 76, 78","0, 4, 7, 9"
b6,A,5,"A, C#, E, F","69, 73, 76, 77","0, 4, 7, 8"
b3,A,5,"A, B, C#, E","69, 71, 73, 76","0, 2, 4, 7"
#9,A,5,"A, C#, E, C","69, 73, 76, 84","0, 4, 7, 15"
dim7,A,5,"A, C, D#, F#","69, 72, 75, 78","0, 3, 6, 9"
min6,A,5,"A, C, E, F#","69, 72, 76, 78","0, 3, 7, 9"
maj9,A,5,"A, C#, E, G#, B","69, 73, 76, 80, 83","0, 4, 7, 11, 14"
7sus2,A,5,"A, B, E, G","69, 71, 76, 79","0, 2, 7, 10"
7sus4,A,5,"A, D, E, G","69, 74, 76, 79","0, 5, 7, 10"
7b5,A,5,"A, C#, D#, G","69, 73, 75, 79","0, 4, 6, 10"
7#5,A,5,"A, C#, F, G","69, 73, 77, 79","0, 4, 8, 10"
7b9,A,5,"A, C#, E, G, A#","69, 73, 76, 79, 82","0, 4, 7, 10, 13"
7#9,A,5,"A, C#, E, G, C","69, 73, 76, 79, 84","0, 4, 7, 10, 15"
hdim,A,5,"A, C, D#, G","69, 72, 75, 79","0, 3, 6, 10"
maj,A#,5,"A#, D, F","70, 74, 77","0, 4, 7"
min,A#,5,"A#, C#, F","70, 73, 77","0, 3, 7"
7,A#,5,"A#, D, F, G#","70, 74, 77, 80","0, 4, 7, 10"
maj7,A#,5,"A#, D, F, A","70, 74, 77, 81","0, 4, 7, 11"
min7,A#,5,"A#, C#, F, G#","70, 73, 77, 80","0, 3, 7, 10"
minmaj7,A#,5,"A#, C#, F, A","70, 73, 77, 81","0, 3, 7, 11"
dim,A#,5,"A#, C#, E","70, 73, 76","0, 3, 6"
aug,A#,5,"A#, D, F#","70, 74, 78","0, 4, 8"
aug(b7),A#,5,"A#, D, F#, A","70, 74, 78, 81","0, 4, 8, 11"
sus2,A#,5,"A#, C, F","70, 72, 77","0, 2, 7"
sus4,A#,5,"A#, D#, F","70, 75, 77","0, 5, 7"
#4,A#,5,"A#, E, F","70, 76, 77","0, 6, 7"
9,A#,5,"A#, D, F, G#, C","70, 74, 77, 80, 84","0, 4, 7, 10, 14"
11,A#,5,"A#, D, F, G#, C, D#","70, 74, 77, 80, 84, 87","0, 4, 7, 10, 14, 17"
13,A#,5,"A#, D, F, G#, C, D#, G","70, 74, 77, 80, 84, 87, 91","0, 4, 7, 10, 14, 17, 21"
min9,A#,5,"A#, C#, F, G#, C","70, 73, 77, 80, 84","0, 3, 7, 10, 14"
min11,A#,5,"A#, C#, F, G#, C, D#","70, 73, 77, 80, 84, 87","0, 3, 7, 10, 14, 17"
min13,A#,5,"A#, C#, F, G#, C, D#, G","70, 73, 77, 80, 84, 87, 91","0, 3, 7, 10, 14, 17, 21"
maj6,A#,5,"A#, D, F, G","70, 74, 77, 79","0, 4, 7, 9"
b6,A#,5,"A#, D, F, F#","70, 74, 77, 78","0, 4, 7, 8"
b3,A#,5,"A#, C, D, F","70, 72, 74, 77","0, 2, 4, 7"
#9,A#,5,"A#, D, F, C#","70, 74, 77, 85","0, 4, 7, 15"
dim7,A#,5,"A#, C#, E, G","70, 73, 76, 79","0, 3, 6, 9"
min6,A#,5,"A#, C#, F, G","70, 73, 77, 79","0, 3, 7, 9"
maj9,A#,5,"A#, D, F, A, C","70, 74, 77, 81, 84","0, 4, 7, 11, 14"
7sus2,A#,5,"A#, C, F, G#","70, 72, 77, 80","0, 2, 7, 10"
7sus4,A#,5,"A#, D#, F, G#","70, 75, 77, 80","0, 5, 7, 10"
7b5,A#,5,"A#, D, E, G#","70, 74, 76, 80","0, 4, 6, 10"
7#5,A#,5,"A#, D, F#, G#","70, 74, 78, 80","0, 4, 8, 10"
7b9,A#,5,"A#, D, F, G#, B","70, 74, 77, 80, 83","0, 4, 7, 10, 13"
7#9,A#,5,"A#, D, F, G#, C#","70, 74, 77, 80, 85","0, 4, 7, 10, 15"
hdim,A#,5,"A#, C#, E, G#","70, 73, 76, 80","0, 3, 6, 10"
maj,B,5,"B, D#, F#","71, 75, 78","0, 4, 7"
min,B,5,"B, D, F#","71, 74, 78","0, 3, 7"
7,B,5,"B, D#, F#, A","71, 75, 78, 81","0, 4, 7, 10"
maj7,B,5,"B, D#, F#, A#","71, 75, 78, 82","0, 4, 7, 11"
min7,B,5,"B, D, F#, A","71, 74, 78, 81","0, 3, 7, 10"
minmaj7,B,5,"B, D, F#, A#","71, 74, 78, 82","0, 3, 7, 11"
dim,B,5,"B, D, F","71, 74, 77","0, 3, 6"
aug,B,5,"B, D#, G","71, 75, 79","0, 4, 8"
aug(b7),B,5,"B, D#, G, A#","71, 75, 79, 82","0, 4, 8, 11"
sus2,B,5,"B, C#, F#","71, 73, 78","0, 2, 7"
sus4,B,5,"B, E, F#","71, 76, 78","0, 5, 7"
#4,B,5,"B, F, F#","71, 77, 78","0, 6, 7"
9,B,5,"B, D#, F#, A, C#","71, 75, 78, 81, 85","0, 4, 7, 10, 14"
11,B,5,"B, D#, F#, A, C#, E","71, 75, 78, 81, 85, 88","0, 4, 7, 10, 14, 17"
13,B,5,"B, D#, F#, A, C#, E, G#","71, 75, 78, 81, 85, 88, 92","0, 4, 7, 10, 14, 17, 21"
min9,B,5,"B, D, F#, A, C#","71, 74, 78, 81, 85","0, 3, 7, 10, 14"
min11,B,5,"B, D, F#, A, C#, E","71, 74, 78, 81, 85, 88","0, 3, 7, 10, 14, 17"
min13,B,5,"B, D, F#, A, C#, E, G#","71, 74, 78, 81, 85, 88, 92","0, 3, 7, 10, 14, 17, 21"
maj6,B,5,"B, D#, F#, G#","71, 75, 78, 80","0, 4, 7, 9"
b6,B,5,"B, D#, F#, G","71, 75, 78, 79","0, 4, 7, 8"
b3,B,5,"B, C#, D#, F#","71, 73, 75, 78","0, 2, 4, 7"
#9,B,5,"B, D#, F#, D","71, 75, 78, 86","0, 4, 7, 15"
dim7,B,5,"B, D, F, G#","71, 74, 77, 80","0, 3, 6, 9"
min6,B,5,"B, D, F#, G#","71, 74, 78, 80","0, 3, 7, 9"
maj9,B,5,"B, D#, F#, A#, C#","71, 75, 78, 82, 85","0, 4, 7, 11, 14"
7sus2,B,5,"B, C#, F#, A","71, 73, 78, 81","0, 2, 7, 10"
7sus4,B,5,"B, E, F#, A","71, 76, 78, 81","0, 5, 7, 10"
7b5,B,5,"B, D#, F, A","71, 75, 77, 81","0, 4, 6, 10"
7#5,B,5,"B, D#, G, A","71, 75, 79, 81","0, 4, 8, 10"
7b9,B,5,"B, D#, F#, A, C","71, 75, 78, 81, 84","0, 4, 7, 10, 13"
7#9,B,5,"B, D#, F#, A, D","71, 75, 78, 81, 86","0, 4, 7, 10, 15"
hdim,B,5,"B, D, F, A","71, 74, 77, 81","0, 3, 6, 10"
maj,C,6,"C, E, G","72, 76, 79","0, 4, 7"
min,C,6,"C, D#, G","72, 75, 79","0, 3, 7"
7,C,6,"C, E, G, A#","72, 76, 79, 82","0, 4, 7, 10"
maj7,C,6,"C, E, G, B","72, 76, 79, 83","0, 4, 7, 11"
min7,C,6,"C, D#, G, A#","72, 75, 79, 82","0, 3, 7, 10"
minmaj7,C,6,"C, D#, G, B","72, 75, 79, 83","0, 3, 7, 11"
dim,C,6,"C, D#, F#","72, 75, 78","0, 3, 6"
aug,C,6,"C, E, G#","72, 76, 80","0, 4, 8"
aug(b7),C,6,"C, E, G#, B","72, 76, 80, 83","0, 4, 8, 11"
sus2,C,6,"C, D, G","72, 74, 79","0, 2, 7"
sus4,C,6,"C, F, G","72, 77, 79","0, 5, 7"
#4,C,6,"C, F#, G","72, 78, 79","0, 6, 7"
9,C,6,"C, E, G, A#, D","72, 76, 79, 82, 86","0, 4, 7, 10, 14"
11,C,6,"C, E, G, A#, D, F","72, 76, 79, 82, 86, 89","0, 4, 7, 10, 14, 17"
13,C,6,"C, E, G, A#, D, F, A","72, 76, 79, 82, 86, 89, 93","0, 4, 7, 10, 14, 17, 21"
min9,C,6,"C, D#, G, A#, D","72, 75, 79, 82, 86","0, 3, 7, 10, 14"
min11,C,6,"C, D#, G, A#, D, F","72, 75, 79, 82, 86, 89","0, 3, 7, 10, 14, 17"
min13,C,6,"C, D#, G, A#, D, F, A","72, 75, 79, 82, 86, 89, 93","0, 3, 7, 10, 14, 17, 21"
maj6,C,6,"C, E, G, A","72, 76, 79, 81","0, 4, 7, 9"
b6,C,6,"C, E, G, G#","72, 76, 79, 80","0, 4, 7, 8"
b3,C,6,"C, D, E, G","72, 74, 76, 79","0, 2, 4, 7"
#9,C,6,"C, E, G, D#","72, 76, 79, 87","0, 4, 7, 15"
dim7,C,6,"C, D#, F#, A","72, 75, 78, 81","0, 3, 6, 9"
min6,C,6,"C, D#, G, A","72, 75, 79, 81","0, 3, 7, 9"
maj9,C,6,"C, E, G, B, D","72, 76, 79, 83, 86","0, 4, 7, 11, 14"
7sus2,C,6,"C, D, G, A#","72, 74, 79, 82","0, 2, 7, 10"
7sus4,C,6,"C, F, G, A#","72, 77, 79, 82","0, 5, 7, 10"
7b5,C,6,"C, E, F#, A#","72, 76, 78, 82","0, 4, 6, 10"
7#5,C,6,"C, E, G#, A#","72, 76, 80, 82","0, 4, 8, 10"
7b9,C,6,"C, E, G, A#, C#","72, 76, 79, 82, 85","0, 4, 7, 10, 13"
7#9,C,6,"C, E, G, A#, D#","72, 76, 79, 82, 87","0, 4, 7, 10, 15"
hdim,C,6,"C, D#, F#, A#","72, 75, 78, 82","0, 3, 6, 10"
maj,C#,6,"C#, F, G#","73, 77, 80","0, 4, 7"
min,C#,6,"C#, E, G#","73, 76, 80","0, 3, 7"
7,C#,6,"C#, F, G#, B","73, 77, 80, 83","0, 4, 7, 10"
maj7,C#,6,"C#, F, G#, C","73, 77, 80, 84","0, 4, 7, 11"
min7,C#,6,"C#, E, G#, B","73, 76, 80, 83","0, 3, 7, 10"
minmaj7,C#,6,"C#, E, G#, C","73, 76, 80, 84","0, 3, 7, 11"
dim,C#,6,"C#, E, G","73, 76, 79","0, 3, 6"
aug,C#,6,"C#, F, A","73, 77, 81","0, 4, 8"
aug(b7),C#,6,"C#, F, A, C","73, 77, 81, 84","0, 4, 8, 11"
sus2,C#,6,"C#, D#, G#","73, 75, 80","0, 2, 7"
sus4,C#,6,"C#, F#, G#","73, 78, 80","0, 5, 7"
#4,C#,6,"C#, G, G#","73, 79, 80","0, 6, 7"
9,C#,6,"C#, F, G#, B, D#","73, 77, 80, 83, 87","0, 4, 7, 10, 14"
11,C#,6,"C#, F, G#, B, D#, F#","73, 77, 80, 83, 87, 90","0, 4, 7, 10, 14, 17"
13,C#,6,"C#, F, G#, B, D#, F#, A#","73, 77, 80, 83, 87, 90, 94","0, 4, 7, 10, 14, 17, 21"
min9,C#,6,"C#, E, G#, B, D#","73, 76, 80, 83, 87","0, 3, 7, 10, 14"
min11,C#,6,"C#, E, G#, B, D#, F#","73, 76, 80, 83, 87, 90","0, 3, 7, 10, 14, 17"
min13,C#,6,"C#, E, G#, B, D#, F#, A#","73, 76, 80, 83, 87, 90, 94","0, 3, 7, 10, 14, 17, 21"
maj6,C#,6,"C#, F, G#, A#","73, 77, 80, 82","0, 4, 7, 9"
b6,C#,6,"C#, F, G#, A","73, 77, 80, 81","0, 4, 7, 8"
b3,C#,6,"C#, D#, F, G#","73, 75, 77, 80","0, 2, 4, 7"
#9,C#,6,"C#, F, G#, E","73, 77, 80, 88","0, 4, 7, 15"
dim7,C#,6,"C#, E, G, A#","73, 76, 79, 82","0, 3, 6, 9"
min6,C#,6,"C#, E, G#, A#","73, 76, 80, 82","0, 3, 7, 9"
maj9,C#,6,"C#, F, G#, C, D#","73, 77, 80, 84, 87","0, 4, 7, 11, 14"
7sus2,C#,6,"C#, D#, G#, B","73, 75, 80, 83","0, 2, 7, 10"
7sus4,C#,6,"C#, F#, G#, B","73, 78, 80, 83","0, 5, 7, 10"
7b5,C#,6,"C#, F, G, B","73, 77, 79, 83","0, 4, 6, 10"
7#5,C#,6,"C#, F, A, B","73, 77, 81, 83","0, 4, 8, 10"
7b9,C#,6,"C#, F, G#, B, D","73, 77, 80, 83, 86","0, 4, 7, 10, 13"
7#9,C#,6,"C#, F, G#, B, E","73, 77, 80, 83, 88","0, 4, 7, 10, 15"
hdim,C#,6,"C#, E, G, B","73, 76, 79, 83","0, 3, 6, 10"
maj,D,6,"D, F#, A","74, 78, 81","0, 4, 7"
min,D,6,"D, F, A","74, 77, 81","0, 3, 7"
7,D,6,"D, F#, A, C","74, 78, 81, 84","0, 4, 7, 10"
maj7,D,6,"D, F#, A, C#","74, 78, 81, 85","0, 4, 7, 11"
min7,D,6,"D, F, A, C","74, 77, 81, 84","0, 3, 7, 10"
minmaj7,D,6,"D, F, A, C#","74, 77, 81, 85","0, 3, 7, 11"
dim,D,6,"D, F, G#","74, 77, 80","0, 3, 6"
aug,D,6,"D, F#, A#","74, 78, 82","0, 4, 8"
aug(b7),D,6,"D, F#, A#, C#","74, 78, 82, 85","0, 4, 8, 11"
sus2,D,6,"D, E, A","74, 76, 81","0, 2, 7"
sus4,D,6,"D, G, A","74, 79, 81","0, 5, 7"
#4,D,6,"D, G#, A","74, 80, 81","0, 6, 7"
9,D,6,"D, F#, A, C, E","74, 78, 81, 84, 88","0, 4, 7, 10, 14"
11,D,6,"D, F#, A, C, E, G","74, 78, 81, 84, 88, 91","0, 4, 7, 10, 14, 17"
13,D,6,"D, F#, A, C, E, G, B","74, 78, 81, 84, 88, 91, 95","0, 4, 7, 10, 14, 17, 21"
min9,D,6,"D, F, A, C, E","74, 77, 81, 84, 88","0, 3, 7, 10, 14"
min11,D,6,"D, F, A, C, E, G","74, 77, 81, 84, 88, 91","0, 3, 7, 10, 14, 17"
min13,D,6,"D, F, A, C, E, G, B","74, 77, 81, 84, 88, 91, 95","0, 3, 7, 10, 14, 17, 21"
maj6,D,6,"D, F#, A, B","74, 78, 81, 83","0, 4, 7, 9"
b6,D,6,"D, F#, A, A#","74, 78, 81, 82","0, 4, 7, 8"
b3,D,6,"D, E, F#, A","74, 76, 78, 81","0, 2, 4, 7"
#9,D,6,"D, F#, A, F","74, 78, 81, 89","0, 4, 7, 15"
dim7,D,6,"D, F, G#, B","74, 77, 80, 83","0, 3, 6, 9"
min6,D,6,"D, F, A, B","74, 77, 81, 83","0, 3, 7, 9"
maj9,D,6,"D, F#, A, C#, E","74, 78, 81, 85, 88","0, 4, 7, 11, 14"
7sus2,D,6,"D, E, A, C","74, 76, 81, 84","0, 2, 7, 10"
7sus4,D,6,"D, G, A, C","74, 79, 81, 84","0, 5, 7, 10"
7b5,D,6,"D, F#, G#, C","74, 78, 80, 84","0, 4, 6, 10"
7#5,D,6,"D, F#, A#, C","74, 78, 82, 84","0, 4, 8, 10"
7b9,D,6,"D, F#, A, C, D#","74, 78, 81, 84, 87","0, 4, 7, 10, 13"
7#9,D,6,"D, F#, A, C, F","74, 78, 81, 84, 89","0, 4, 7, 10, 15"
hdim,D,6,"D, F, G#, C","74, 77, 80, 84","0, 3, 6, 10"
maj,D#,6,"D#, G, A#","75, 79, 82","0, 4, 7"
min,D#,6,"D#, F#, A#","75, 78, 82","0, 3, 7"
7,D#,6,"D#, G, A#, C#","75, 79, 82, 85","0, 4, 7, 10"
maj7,D#,6,"D#, G, A#, D","75, 79, 82, 86","0, 4, 7, 11"
min7,D#,6,"D#, F#, A#, C#","75, 78, 82, 85","0, 3, 7, 10"
minmaj7,D#,6,"D#, F#, A#, D","75, 78, 82, 86","0, 3, 7, 11"
dim,D#,6,"D#, F#, A","75, 78, 81","0, 3, 6"
aug,D#,6,"D#, G, B","75, 79, 83","0, 4, 8"
aug(b7),D#,6,"D#, G, B, D","75, 79, 83, 86","0, 4, 8, 11"
sus2,D#,6,"D#, F, A#","75, 77, 82","0, 2, 7"
sus4,D#,6,"D#, G#, A#","75, 80, 82","0, 5, 7"
#4,D#,6,"D#, A, A#","75, 81, 82","0, 6, 7"
9,D#,6,"D#, G, A#, C#, F","75, 79, 82, 85, 89","0, 4, 7, 10, 14"
11,D#,6,"D#, G, A#, C#, F, G#","75, 79, 82, 85, 89, 92","0, 4, 7, 10, 14, 17"
13,D#,6,"D#, G, A#, C#, F, G#, C","75, 79, 82, 85, 89, 92, 96","0, 4, 7, 10, 14, 17, 21"
min9,D#,6,"D#, F#, A#, C#, F","75, 78, 82, 85, 89","0, 3, 7, 10, 14"
min11,D#,6,"D#, F#, A#, C#, F, G#","75, 78, 82, 85, 89, 92","0, 3, 7, 10, 14, 17"
min13,D#,6,"D#, F#, A#, C#, F, G#, C","75, 78, 82, 85, 89, 92, 96","0, 3, 7, 10, 14, 17, 21"
maj6,D#,6,"D#, G, A#, C","75, 79, 82, 84","0, 4, 7, 9"
b6,D#,6,"D#, G, A#, B","75, 79, 82, 83","0, 4, 7, 8"
b3,D#,6,"D#, F, G, A#","75, 77, 79, 82","0, 2, 4, 7"
#9,D#,6,"D#, G, A#, F#","75, 79, 82, 90","0, 4, 7, 15"
dim7,D#,6,"D#, F#, A, C","75, 78, 81, 84","0, 3, 6, 9"
min6,D#,6,"D#, F#, A#, C","75, 78, 82, 84","0, 3, 7, 9"
maj9,D#,6,"D#, G, A#, D, F","75, 79, 82, 86, 89","0, 4, 7, 11, 14"
7sus2,D#,6,"D#, F, A#, C#","75, 77, 82, 85","0, 2, 7, 10"
7sus4,D#,6,"D#, G#, A#, C#","75, 80, 82, 85","0, 5, 7, 10"
7b5,D#,6,"D#, G, A, C#","75, 79, 81, 85","0, 4, 6, 10"
7#5,D#,6,"D#, G, B, C#","75, 79, 83, 85","0, 4, 8, 10"
7b9,D#,6,"D#, G, A#, C#, E","75, 79, 82, 85, 88","0, 4, 7, 10, 13"
7#9,D#,6,"D#, G, A#, C#, F#","75, 79, 82, 85, 90","0, 4, 7, 10, 15"
hdim,D#,6,"D#, F#, A, C#","75, 78, 81, 85","0, 3, 6, 10"
maj,E,6,"E, G#, B","76, 80, 83","0, 4, 7"
min,E,6,"E, G, B","76, 79, 83","0, 3, 7"
7,E,6,"E, G#, B, D","76, 80, 83, 86","0, 4, 7, 10"
maj7,E,6,"E, G#, B, D#","76, 80, 83, 87","0, 4, 7, 11"
min7,E,6,"E, G, B, D","76, 79, 83, 86","0, 3, 7, 10"
minmaj7,E,6,"E, G, B, D#","76, 79, 83, 87","0, 3, 7, 11"
dim,E,6,"E, G, A#","76, 79, 82","0, 3, 6"
aug,E,6,"E, G#, C","76, 80, 84","0, 4, 8"
aug(b7),E,6,"E, G#, C, D#","76, 80, 84, 87","0, 4, 8, 11"
sus2,E,6,"E, F#, B","76, 78, 83","0, 2, 7"
sus4,E,6,"E, A, B","76, 81, 83","0, 5, 7"
#4,E,6,"E, A#, B","76, 82, 83","0, 6, 7"
9,E,6,"E, G#, B, D, F#","76, 80, 83, 86, 90","0, 4, 7, 10, 14"
11,E,6,"E, G#, B, D, F#, A","76, 80, 83, 86, 90, 93","0, 4, 7, 10, 14, 17"
13,E,6,"E, G#, B, D, F#, A, C#","76, 80, 83, 86, 90, 93, 97","0, 4, 7, 10, 14, 17, 21"
min9,E,6,"E, G, B, D, F#","76, 79, 83, 86, 90","0, 3, 7, 10, 14"
min11,E,6,"E, G, B, D, F#, A","76, 79, 83, 86, 90, 93","0, 3, 7, 10, 14, 17"
min13,E,6,"E, G, B, D, F#, A, C#","76, 79, 83, 86, 90, 93, 97","0, 3, 7, 10, 14, 17, 21"
maj6,E,6,"E, G#, B, C#","76, 80, 83, 85","0, 4, 7, 9"
b6,E,6,"E, G#, B, C","76, 80, 83, 84","0, 4, 7, 8"
b3,E,6,"E, F#, G#, B","76, 78, 80, 83","0, 2, 4, 7"
#9,E,6,"E, G#, B, G","76, 80, 83, 91","0, 4, 7, 15"
